,0
derives,2
description,2
designate,2
designs,2
desired,2
detect,2
detected,2
diesel,2
difficulties,2
disadvantage,2
disaggregation,2
disagreements,2
discontinue,2
discourage,2
distribution,2
distributions,2
diversification,2
dividing,2
drained,2
driving,2
duly,2
earned,2
economics,2
economies,2
edge,2
ef,2
elect,2
electronically,2
eliminated,2
emitters,2
employment,2
enforced,2
enforcement,2
engineer,2
enhance,2
entering,2
especially,2
eurodollar,2
evolving,2
examination,2
examining,2
exceeded,2
exit,2
expedient,2
expedients,2
expense23,2
exporting,2
exports,2
expose,2
exposed,2
express,2
extensive,2
extensively,2
faces,2
facilitating,2
facts,2
fault,2
favorable,2
fiduciary,2
finally,2
financings,2
finding,2
findings,2
fired,2
firmto,2
flared,2
flowback,2
fluid,2
focusing,2
followed,2
footage,2
forced,2
forecasted,2
foreseeable,2
forfeited,2
forks,2
forming,2
fossil,2
fractured,2
frequency,2
frequent,2
fundamental,2
futures,2
garnering,2
gathered,2
gd,2
generates,2
generating,2
generation,2
geographic,2
geologists,2
geoscience,2
ghgs,2
goal,2
goods,2
goodwill,2
gov,2
governments,2
grade,2
graph,2
ground,2
guarantees,2
gwp,2
hardware,2
headcount,2
hedging,2
hired,2
horizontally,2
houston,2
hurricanes,2
hypothetical,2
identical,2
impair,2
impaired,2
implementing,2
implied,2
incapable,2
inconsistent,2
increase6,2
increment,2
increments,2
incurring,2
indemnification,2
indicate,2
indicates,2
indicating,2
indirect,2
individuals,2
induced,2
inflation,2
influenced,2
inside,2
insignificant,2
inspect,2
instability,2
installation,2
instead,2
instrumentsthe,2
intangible,2
integrate,2
intend,2
interpreted,2
interrupted,2
interstate,2
intraday,2
introduction,2
investigatory,2
investments100,2
irs,2
issuances,2
issuers,2
issuing,2
jpmorgan,2
jurisdiction,2
kind,2
landmen,2
larger,2
later,2
leading,2
leasing,2
leaves,2
legacy,2
legality,2
leiker,2
length,2
lessees,2
lessor,2
leverage,2
lieu,2
like,2
limitation,2
linked,2
liquids,2
log,2
lose,2
loss1,2
lowered,2
lytle,2
mact,2
magnitude,2
maintains,2
managed,2
managing,2
marketing,2
master,2
matches,2
maturities,2
meetings,2
member,2
membership,2
mercantile,2
methodologies,2
methodology,2
minimal,2
minor,2
misstatement,2
modifications,2
modify,2
money,2
monitor,2
monitoring,2
movements,2
mud,2
multi,2
mutually,2
named,2
nation,2
needed,2
negative,2
neshap,2
net5,2
netting,2
network,2
newer,2
nitrogen,2
nonrecurring,2
noted,2
notice,2
obligationsthe,2
observable,2
obtained,2
obtains,2
offered,2
opposition,2
optimizing,2
orderly,2
ordinances,2
organization,2
originally,2
outcome,2
outcomes,2
outlookwe,2
outstanding111,2
outstanding113,2
owns,2
oxides,2
paris,2
participated,2
particularly,2
partnerships,2
parts,2
passage,2
path,2
payout,2
pays,2
perceived,2
percentage48,2
permitted,2
pertain,2
peru,2
petitions,2
placement,2
planning,2
planunder,2
pneumatic,2
political,2
pooling,2
poor,2
predictable,2
predicted,2
predominately,2
preferred,2
presence,2
preventing,2
priorities,2
projections,2
proper,2
proportion,2
proprietary,2
prospect,2
protects,2
prove,2
pumps,2
pursuit,2
puts,2
qualitative,2
quantitative,2
quintana,2
rank,2
rate22,2
reached,2
realizing,2
receipt,2
receiving,2
recipients,2
reciprocating,2
reclassification,2
recommendations,2
reconstructed,2
recoverability,2
redemptions,2
reduces,2
refers,2
reflective,2
refunded,2
regency,2
regulating,2
relates,2
relevant,2
reliability,2
reliance,2
remains,2
remedies,2
remove,2
render,2
renew,2
renewals,2
rent,2
representative,2
reputation,2
request,2
rescind,2
resolution,2
restructure,2
retaining,2
retire,2
reversed,2
revise,2
revision,2
riskthe,2
robeson,2
rockymountain,2
royalties,2
saltwater,2
satisfactory,2
science,2
scientists,2
seasons,2
secretary,2
secure,2
seismicity,2
sells,2
sensitive,2
sequestration,2
severity,2
shall,2
sherman,2
shift,2
shorter,2
signature,2
signed,2
skill,2
society,2
soon,2
southeast,2
spe,2
special,2
specifically,2
spent,2
spes,2
standby,2
stated,2
statistical,2
steps,2
stream,2
street,2
strengthening,2
stronger,2
structural,2
study,2
subjects,2
subleased,2
submitted,2
subordinated,2
subsidiariesopinion,2
subsidiary,2
substance,2
substantive,2
substitute,2
subtopic,2
sullivan,2
sum,2
superfund,2
supplementary,2
suppliers,2
surrender,2
susceptible,2
suspension,2
swingline,2
symbol,2
tailgate,2
taking,2
tanks,2
targeting,2
targets,2
taxes141,2
taxpayers,2
team,2
teams,2
telephone,2
temperature,2
temporary,2
terminal,2
thresholds,2
ticker,2
tons,2
tornadoes,2
toxic,2
transformation,2
transport,2
tulsa,2
typical,2
unaudited,2
uncommon,2
underfunded,2
undersigned,2
underwriters,2
underwriting,2
underwritten,2
unexpected,2
unforeseen,2
unfunded,2
unitization,2
unitsthe,2
university,2
unpermitted,2
unqualified,2
unrestricted,2
unsatisfied,2
unweighted,2
update,2
utilities,2
utilizing,2
valuenon,2
variables,2
variances,2
variations,2
venado,2
vessels,2
volatilities,2
voluntarily,2
voting,2
wachovia,2
warrants,2
wastewater,2
waves,2
way,2
wetlands,2
widely,2
withdraw,2
withheld,2
withholdings,2
wyoming,2
year30,2
zone,2
þindicate,2
000mid,1
000permian,1
000repayment,1
000south,1
000total,1
4,1
7,1
009the,1
10,1
13,1
019ending,1
01expense,1
01granted583,1
23,1
026asset,1
29,1
02statement,1
31,1
34,1
035net,1
4,1
40,1
044reserves,1
045less,1
048benefits,1
49,1
04we,1
50,1
050net,1
51,1
518430,1
52,1
057other20,1
6,1
060ngl,1
61,1
062capital,1
64,1
662021,1
067pension,1
68,1
06forfeited,1
074other,1
75,1
76,1
77,1
79,1
84,1
87,1
88,1
08vested,1
93,1
093equity,1
94,1
99,1
09as,1
0___________________________________________,1
0____________________________________________,1
0delivery,1
0exploratory,1
0interest,1
0mmboe,1
0ngls,1
0senior,1
100intended,1
102pension,1
104interest,1
105note,1
106oil,1
107asset,1
107ngl,1
107the,1
108the,1
109,1
10b,1
10balance,1
10gas,1
10productionthe,1
110proved,1
111note,1
112note,1
113116quarterly,1
113___________________________________________,1
114the,1
115future,1
115property,1
117additional,1
117item,1
118management,1
119report,1
11drilling,1
11lock,1
11production,1
121item,1
122item,1
123part,1
123total,1
1244,1
12510,1
127signaturespursuant,1
128,1
128signature,1
12acreagethe,1
130exploratory,1
133,1
133net,1
1350,1
136,1
137,1
137a,1
137wells,1
13ad,1
13we,1
141,1
149,1
14competition,1
154accounts,1
154derivative,1
156,1
15environmental,1
164,1
1692021,1
16containment,1
16effect,1
16per,1
16production,1
16second,1
172exploration,1
172net,1
173,1
174,1
17forfeited,1
17we,1
180,1
182____________________________________________,1
18404,1
18407,1
18410,1
184____________________________________________,1
184total,1
187issuance,1
188____________________________________________,1
18cash,1
18proved,1
1908,1
1915,1
192total,1
1933,1
1934commission,1
1934for,1
194non,1
194total,1
1974,1
198issuance,1
1990,1
1992,1
1998,1
19available,1
1____________________________________________note,1
1indenture,1
1infill,1
1long,1
1membership,1
1mmboe,1
1net,1
1oil,1
1production,1
1proved,1
1pv,1
1removed,1
1restated,1
1supplement,1
1table,1
1the,1
1total,1
200212631,1
200232,1
200299,1
2005,1
200available,1
200interest,1
201104,1
2014balance,1
2016111,1
201653,1
201668,1
2016cash,1
2016operating,1
2016reserve,1
2016risk,1
2016the,1
2016weighted,1
2017111,1
201749,1
2017equity,1
2017projected,1
2018112,1
20181231x10k,1
20182017,1
20184,1
201861,1
2018average,1
2018nymex,1
2019120item,1
20195,1
201970sm,1
2019a,1
2019by,1
2019carla,1
2019javan,1
2019julio,1
2019larry,1
2019loren,1
2019patrick,1
2019ramiro,1
2019rose,1
2019stephen,1
2019william,1
2022476,1
2024500,1
2025500,1
2026500,1
2027500,1
2034,1
2038,1
203936,1
203total,1
203wells,1
20549form,1
206,1
209,1
209____________________________________________,1
209purchases,1
209total,1
20maintenance,1
20total,1
211,1
21210,1
212noncurrent,1
214purchases300realized,1
217related,1
219,1
21____________________________________________,1
21e,1
21royalty,1
21sixth,1
222,1
222compensation31,1
224,1
224acquisitions,1
225,1
228,1
22gas,1
22item,1
230diluted113,1
231total,1
232,1
236,1
238,1
239unproved,1
240,1
240total,1
249,1
24and,1
24b,1
250gas,1
251,1
254,1
255,1
256,1
25____________________________________________,1
25amendment,1
25the,1
264total,1
266,1
266prepaid,1
268dividends,1
269,1
26call,1
26our,1
270previously,1
271,1
275,1
276derivative,1
2785,1
27a,1
27call,1
280the,1
2866,1
288ngl,1
28call,1
28fourth,1
28takeaway,1
28transportation,1
290,1
291,1
291the,1
295,1
296,1
299,1
29call,1
29future,1
2amended,1
2deed,1
2effective,1
2equivalent,1
2indenture,1
2less,1
2purchase,1
300,1
300total,1
306,1
307liabilities,1
30call,1
30effect,1
30ngls,1
31539sm,1
315working,1
316,1
319,1
31call,1
31our,1
322____________________________________________,1
323,1
324,1
326,1
328property,1
32of,1
32production,1
32realized,1
32second,1
331exploration,1
333,1
334thereafter,1
336,1
338total,1
339,1
33activities,1
341,1
343,1
345,1
346,1
347properties,1
349total,1
34leak,1
34per,1
350,1
3506,1
351,1
354cash,1
3556,1
357relative,1
358,1
359,1
35our,1
362income,1
362other,1
362total161,1
363,1
363less,1
364,1
367general,1
369deferred,1
370gas,1
372____________________________________________,1
373,1
376,1
377,1
378cash,1
379accumulated,1
37current,1
37our,1
38item,1
38the,1
3905,1
393,1
397unrecognized,1
398,1
399,1
39part,1
39the,1
3indenture,1
3letter,1
3midland,1
3net,1
3unproved,1
400104note,1
400total,1
401net,1
402other,1
402total,1
404,1
407other,1
408,1
409a,1
40purchases,1
410ngl,1
412total,1
413working,1
416,1
419,1
41fourth,1
41item,1
42025,1
426net,1
426relative,1
4292020,1
42supplemental,1
4345,1
436,1
438,1
43item,1
4405,1
441,1
44690note,1
449,1
44gain,1
450ngl,1
450operating,1
451,1
452,1
456,1
45ngls,1
45this,1
460,1
462drilling,1
463credit,1
463the,1
466,1
467,1
467derivative,1
46depletion,1
46production,1
46realized,1
470,1
470____________________________________________,1
470total,1
471101pension,1
471derivative,1
472,1
474,1
474total,1
478,1
478____________________________________________,1
478accounts,1
478amortization,1
478net,1
47the,1
47total,1
481,1
482,1
484,1
489,1
48assets,1
494income,1
495,1
496,1
496total,1
49financial,1
4____________________________________________note,1
4abandonment,1
4asset,1
4mmboe,1
4net,1
4purchase,1
4relative,1
4senior,1
4there,1
500trade,1
500unamortized,1
501,1
5022020,1
506,1
507contributionsthe,1
50a,1
512,1
513,1
516,1
51____________________________________________,1
51transportation,1
523impairment,1
524,1
526,1
526sales,1
527,1
528,1
52depletion,1
52non,1
52third,1
537pension6,1
538,1
538total,1
539deferred,1
53the,1
540,1
540net,1
543,1
545,1
545other,1
546,1
547,1
54dd,1
556sales,1
55general,1
560total,1
562,1
565depletion,1
568basic,1
568diluted,1
568dilutive,1
56non,1
56please,1
56vested,1
570cumulative,1
572,1
573revenue,1
574,1
575if,1
575purchase,1
577,1
579,1
57overview,1
581,1
582,1
582commodity,1
582total,1
584,1
584unproved,1
585,1
588liabilities,1
58ngls,1
58we,1
594,1
599,1
59as,1
59non,1
5____________________________________________,1
5areas,1
5base,1
5eagle,1
5end,1
5exploration,1
5gas,1
5general,1
5membership,1
5mmboe,1
5oil,1
5operating,1
5production,1
5the,1
601,1
602,1
603,1
607employee,1
608cash,1
608net,1
608total,1
60completion,1
610amounts,1
614,1
617cash,1
619,1
61commodity,1
61third,1
623issuance,1
623retained,1
624,1
626,1
6276,1
628fair,1
62in,1
630113supplemental,1
630derivative,1
633credit,1
633other,1
634,1
635,1
638interest,1
63production,1
63the,1
640cash,1
644interest40,1
64proved,1
651,1
652020,1
656,1
657accumulated,1
658,1
659,1
659service,1
65environmentalwe,1
661,1
662,1
6622,1
6637,1
663senior,1
663the,1
667,1
667total,1
66accumulated,1
66in,1
672proved,1
672unproved,1
673,1
676gas,1
679,1
67depletion,1
67fourth,1
67the,1
681,1
6826,1
685interest,1
687total,1
689,1
689actuarial,1
68item,1
68total,1
691,1
6914,1
691qstar,1
6932024,1
698,1
69third,1
6____________________________________________,1
6abandonment,1
6exploration,1
6mmboe,1
6ngls,1
6proved,1
6revisions,1
6south,1
6used,1
6we,1
700cumulative,1
700other,1
704,1
707,1
708benefits,1
710,1
714,1
7152023,1
716,1
719,1
71sm,1
722other,1
724,1
72sm,1
731,1
731actual,1
732,1
732basic,1
732other,1
734,1
735collective,1
736,1
737,1
738total,1
73____________________________________________note,1
73consolidated,1
73dividends,1
73gas39,1
73sm,1
7412023,1
745exploration,1
745exploration55,1
745impairment,1
748,1
74sm,1
752020,1
752total,1
753,1
754,1
755,1
756,1
758,1
7586,1
75sm,1
760net,1
761,1
764,1
765income,1
766,1
767cash,1
768,1
76diluted,1
76sm,1
771,1
772,1
772total,1
774,1
776,1
776____________________________________________,1
776liabilities,1
777,1
77the,1
781,1
782additions,1
783,1
783relative,1
785,1
7852022,1
786,1
78_____________________________________,1
78for,1
792noncurrent,1
798,1
79cash,1
79collars,1
7dd,1
7derivative,1
7gas1,1
7general,1
7lease,1
7mmboe503,1
7net,1
7proved,1
7purchase,1
7sales,1
7the,1
7third,1
7total,1
7total161,1
7weighted,1
800total,1
801,1
802,1
804,1
804____________________________________________,1
80industry,1
812,1
812proved,1
813,1
819,1
819other,1
81granted572,1
81the,1
820collective,1
822,1
822018,1
822____________________________________________,1
825,1
826,1
828net,1
828total,1
829,1
83,1
831,1
834eagle,1
835total,1
837changes,1
838gas,1
839,1
83fourth,1
83third,1
83total,1
840,1
846as,1
846divestitures,1
849,1
84revenue,1
851,1
852016,1
853commodity,1
857,1
859,1
85effect,1
85gas,1
85opis,1
867stock,1
868valuation,1
869total,1
86exchange,1
86wells,1
870less,1
871,1
871equity,1
872,1
873,1
873sweetie,1
878,1
879,1
879deferred,1
87general,1
87under,1
884,1
887,1
888,1
88the,1
890total,1
893,1
894____________________________________________,1
897,1
897issuance,1
89federal,1
8___________________________________________,1
8equivalent,1
8fourth,1
8ngls,1
8proved,1
904,1
908cumulative,1
908expected,1
90th,1
911,1
9132022,1
914,1
918,1
919,1
91diluted,1
91senior,1
922022,1
926,1
929state,1
92general,1
930,1
931,1
931total,1
932020,1
932state1,1
936,1
938deferred,1
938future,1
93fourth,1
93second,1
93the,1
93third,1
940,1
941,1
942income,1
943accounts,1
946,1
947,1
94ad,1
94note,1
950total,1
952,1
952additions,1
9556,1
956,1
956employer,1
957,1
95799note,1
958,1
95contingenciesthe,1
95transportation,1
961midland,1
961revisions,1
962,1
964,1
96a,1
96nymex,1
970general,1
970impairment,1
971,1
972020,1
978funded,1
97compensation,1
97gas,1
984offsetting,1
986federal,1
988revision,1
989,1
989derivative,1
98realized,1
98total,1
990,1
992other,1
993,1
994,1
9966,1
997,1
99other14,1
9acquisitions,1
9end,1
9equivalent,1
9gas,1
9gathering,1
9mmboe,1
9oil,1
9realized,1
9removed,1
9sales,1
9settlements,1
9supplemental,1
_________________________________________,1
___________________________________________,1
abandonments,1
abbreviated,1
abnormal,1
absence,1
absorb,1
abstract,1
abundance,1
accelerating,1
accessing,1
accident,1
accommodate,1
accomplished,1
according,1
accrues,1
accruing,1
achievable,1
achieved,1
achieving,1
acquisitions2018,1
acreage13,1
activities720,1
activitiescosts,1
activitiesproved,1
activity12,1
activity426,1
activityall,1
activityeagle,1
activityprb,1
activityrock,1
activityrocky,1
actually,1
adding,1
additives,1
addressed,1
addresses,1
addressing,1
adjoining,1
adjusting,1
adjusts,1
administer,1
administered,1
administrative116,1
advances,1
advantage,1
advantages,1
affordable,1
aftermath,1
age,1
aggregation,1
agreeing,1
algorithmic,1
aligns,1
allegations,1
alleging,1
allocable,1
allocate,1
allowance105,1
alter,1
altered,1
alternate,1
alternatives,1
ambient,1
amenable,1
amending,1
analyze,1
analyzed,1
analyzing,1
angles,1
animal,1
anomalies,1
apart,1
appear,1
appellate,1
applications,1
appoints,1
apportioned,1
approximated,1
areal,1
army,1
arrange,1
arranged,1
arrangementsas,1
arrangementsthe,1
asserting,1
assets120disposition,1
assets130unrealized,1
assets152disposition,1
assets175,1
assets191unrealized,1
assets33,1
assets34,1
assets35,1
assets37,1
assets429,1
assets5,1
assets58,1
assets92,1
assetsthe,1
assign,1
assignable,1
assignment,1
assimilating,1
assist,1
assistant,1
assumptionsthe,1
attached,1
attack,1
attainable,1
attempt,1
attempts,1
attestation,1
attorney31,1
attorneyknow,1
attorneys,1
auditor,1
auditryder,1
auspices,1
authorization,1
authorize,1
automatically,1
averaging,1
away,1
backup,1
bad,1
banks,1
barclay,1
bargain,1
bargaining,1
barriers,1
basic111,1
bears,1
beaver,1
beds,1
begin,1
behavior,1
benefitsthe,1
bidding,1
black,1
blend,1
blowouts,1
bonding,1
book,1
borne,1
boundaries,1
branch,1
breakdowns,1
breeding,1
brigham,1
brine,1
bring,1
broader,1
brownian,1
btu,1
build,1
buildings,1
built,1
burdens,1
bureau,1
burning,1
buyers,1
cal,1
california,1
called,1
cancel,1
canceled,1
capabilities,1
capacity1,1
capital1,1
capitalizes,1
carefully,1
carla,1
carlo,1
carried,1
carry,1
carryback,1
carrybacks,1
carryforward,1
carryover22,1
carryovers4,1
cashwe,1
causes,1
caution,1
central,1
certifications,1
certified,1
certify,1
chairman,1
challenged,1
change10,1
changerevisions,1
changes13,1
channel,1
character,1
charge,1
charter,1
charters,1
chemical,1
chosen,1
circumvented,1
cities,1
civ,1
cj,1
claim,1
claimed,1
clarifies,1
clarifying,1
clay,1
cleaning,1
closure,1
co2,1
co2e,1
collapse,1
collars,1
collateralized,1
collect,1
collectibility,1
collection,1
collusion,1
column,1
com,1
combining,1
commence,1
commences,1
comment,1
comments,1
comments39item,1
commentswe,1
commerce,1
commingled,1
commissionwashington,1
commit,1
commitments13,1
commitmentsthe,1
commits,1
committees,1
communicated,1
community,1
company44,1
companygeneral,1
compensation121item,1
compensation2,1
compensation3,1
compensationat,1
compensationthe,1
competition15,1
complaint,1
completely,1
complies,1
complying,1
composed,1
composite,1
compound,1
compounds,1
computation,1
computations,1
compute,1
computed,1
computes,1
conceived,1
concentrating,1
concerns,1
conclusion,1
conclusive,1
conclusively,1
concurrently,1
configuration,1
confined,1
confirming,1
congressional,1
connected,1
connecting,1
consented,1
consistency,1
consistently,1
conspiracy,1
constant,1
constantly,1
constituting,1
constrained,1
construct,1
constructing,1
constructive,1
consuming,1
consummate,1
containment,1
contaminated,1
contents,1
contentsitem,1
continent,1
contingency,1
continuation,1
continuity,1
contracts13,1
contracts35,1
contracts53,1
contravention,1
contributed,1
contributing,1
contribution8,1
controlled,1
controller,1
controlling,1
conventional,1
conventions,1
converse,1
conversely,1
converting,1
converts,1
coordinated,1
corps,1
correct,1
correlations,1
corresponds,1
cost6,1
costs1,1
costs191,1
costs48,1
counted,1
counts,1
covenant,1
covers,1
craterings,1
creditworthiness,1
cumulatively,1
curative,1
cured,1
currency,1
curtail,1
curtailments,1
customers13,1
customersthe,1
customerswe,1
cuts,1
cyberattacks,1
data42item,1
data50,1
data70item,1
databases,1
datareport,1
dealing,1
death,1
debtcredit,1
debts,1
debtthe,1
decade,1
deceit,1
decide,1
declined,1
decommissioning,1
decreasing,1
dedicate,1
dedicated,1
deduct,1
deducted,1
deduction,1
deed,1
deem,1
def,1
defect,1
defective,1
defend,1
defendant,1
defines,1
degrees,1
dehydrators,1
delegated,1
deliberate,1
delineate,1
delinquent,1
deliveries,1
demographics,1
demonstrated,1
dense,1
deny,1
department,1
departments,1
departures,1
depletes,1
deployed,1
deposited,1
deregulation,1
derivativesthe,1
describing,1
despite,1
destruction,1
details,1
determinations,1
deviating,1
difficulty,1
dilutive1,1
diminished,1
direction,1
directors10,1
disasters,1
disbursements,1
disclaim,1
disclose,1
disclosure117item,1
disclosurenone,1
disclosures39,1
disclosuresthese,1
discontinuance,1
discount305,1
discover,1
discovery,1
discuss,1
dismantlement,1
dispatching,1
disposals,1
disproportionate,1
dispute,1
disputed,1
disputes,1
disrupting,1
disruption,1
distracted,1
distributed,1
diversify,1
diversity,1
divert,1
divest,1
divesting,1
divestment,1
domestically,1
dow,1
downgraded,1
downstream,1
downturn,1
drainage,1
dramatically,1
dredged,1
drilled126,1
drivers,1
drives,1
duty,1
earned0,1
easier,1
efficiently,1
electing,1
elections,1
electronic,1
eliminates,1
emit,1
emitted,1
emitting,1
emphasizes,1
employed,1
employer,1
enable,1
enacted,1
encompass,1
encounter,1
encourage,1
endanger,1
endangerment,1
engineered,1
enhancements,1
enhancing,1
enjoy,1
ensuing,1
entails,1
enters,1
entirely,1
entirety,1
entitling,1
entry,1
environmental66,1
eoc,1
equation,1
equations,1
equipmentother,1
equity2,1
equity74consolidated,1
errors,1
essential,1
estimates63,1
estimatesour,1
estimations,1
ethics,1
evaluations,1
eventually,1
evidenced,1
evolve,1
evolves,1
exact,1
examinations,1
exceeding,1
excessive,1
exchanged,1
exchangesecurities,1
exchanging,1
excise,1
exhibitnumberdescription,1
existed,1
exists,1
expanding,1
expanse,1
expectation,1
expend,1
expense160,1
expense20,1
expense4,1
expense487,1
expense53,1
expense63,1
expense71,1
expenses1,1
expenses23,1
expenses310,1
expensesaccounts,1
expensethe,1
experiencing,1
expired,1
explanation,1
exploitation,1
explosions,1
export,1
expressions,1
extending,1
extensions9,1
extracted,1
facilitate,1
factors23item,1
factual,1
fahrenheit,1
fail,1
failed,1
fails,1
fall,1
far,1
faulty,1
favor,1
feature,1
featuresas,1
federally,1
field80,1
fields,1
filers,1
files,1
filings,1
fine,1
fines,1
fires,1
firm70consolidated,1
fix,1
fixes,1
fixture,1
flood,1
flows4,1
flows75notes,1
flows8,1
flows9,1
fluctuates,1
focuses,1
follow,1
ford73,1
forecast,1
foreign,1
forfeiture,1
forma,1
forms,1
foundation,1
founded,1
fraction,1
fractional,1
freezing,1
froze,1
frozen,1
fugitive,1
fulfill,1
functioning,1
fundamentals,1
furnish,1
furniture,1
furthermore,1
gallons,1
gathers,1
general4,1
geometric,1
geophysicists,1
geopolitical,1
gives,1
globally,1
glycol,1
governance121item,1
governancethe,1
gradually,1
grained,1
graphthe,1
greatly,1
green,1
grouped,1
grouping,1
grown,1
grows,1
guarantee,1
guarantors,1
halt,1
harm,1
harmed,1
hazard,1
headquarters,1
heard,1
heat,1
heavily,1
help,1
hereof,1
highlightsour,1
historically,1
holds,1
hosting,1
htm,1
hurdles,1
hydraulically,1
hydrogen,1
i4items,1
identification,1
ii40item,1
iii121item,1
iiiitem,1
iiitem,1
illiquid,1
immaterial,1
immediate,1
impacting,1
impermeable,1
implements,1
imported,1
imposes,1
imposing,1
improperly,1
inaccuracy,1
inactive,1
incident,1
incidental,1
incidents,1
income2,1
incorporate,1
incremental,1
incurrence,1
indefinite,1
indemnify,1
independence,1
independence123item,1
independencethe,1
indicators,1
indices,1
indirectly,1
industrial,1
industries,1
ineffective,1
infer,1
inferences,1
infill151,1
infills,1
information121,1
information20,1
informationnone,1
informationthe,1
inhibit,1
initiate,1
initiated,1
injecting,1
injections,1
injector,1
input,1
inquiry,1
ins,1
insolvency,1
inspections,1
install,1
installed,1
instance,1
institution,1
institutional,1
instructions,1
instrument,1
instrumentssummary,1
insulated,1
insured,1
intangibles,1
intends,1
intensely,1
intensify,1
intensive,1
intention,1
interactive,1
interagency,1
interbank,1
intercompany,1
intercontinental,1
interestcapitalized,1
interfere,1
interior,1
intermediate,1
internet,1
interpolated,1
interpret,1
interpretation,1
interpretive,1
interruption,1
intervention,1
intrastate,1
introduced,1
invest,1
investigate,1
investigation,1
investigations,1
investor,1
invests,1
irregularities,1
irrevocable,1
isolation,1
issuable,1
issued291,1
issued30,1
itemized,1
iterating,1
iterations,1
iv,1
iv124item,1
ivitem,1
iwhen,1
jeopardize,1
jobs,1
joining,1
jones,1
jpm,1
julio,1
jurisdictional,1
jurisdictions,1
kþ,1
lab,1
label,1
landing,1
landowners,1
larry,1
laterals,1
lawful,1
lawsuit,1
leasedcorporate,1
legally,1
legislating,1
lengthy,1
lessee,1
lesser,1
letter101,1
leveraged,1
liabilities1,1
liabilities12,1
liabilities13,1
liabilities2,1
liabilities258,1
liabilities42,1
liabilities466,1
liabilities62,1
liabilitiesas,1
libor,1
licensed,1
lifted,1
light,1
likelihood,1
llp23,1
llpdenver,1
llpwe,1
lng,1
localized,1
locally,1
locate,1
locating,1
lock,1
logs,1
london,1
loren,1
louisiana,1
lowest,1
lying,1
mainly,1
malfunctions,1
malicious,1
managers,1
mandates,1
marked,1
marketplace,1
marketprice,1
mary,1
mass,1
matching,1
materialize,1
materializing,1
mathematically,1
matters122item,1
matters65,1
mattersgeneral,1
mattersplease,1
mattersthe,1
meaning,1
meaningfully,1
meant,1
measurementsthe,1
measures672table,1
measuresadjusted,1
mechanical,1
mechanically,1
meets,1
memorandum,1
memorandums,1
merge,1
mergers,1
meteorological,1
metric,1
micro,1
mid,1
migration,1
mild,1
military,1
mines,1
miscellaneous,1
mistake,1
mitigation,1
modeling,1
models,1
moderate,1
modest,1
monitors,1
monte,1
moody,1
mortgages,1
motor,1
moved,1
multinational,1
municipal,1
municipalities,1
mutual,1
nations,1
nearby,1
nearest,1
negligible,1
negotiate,1
neighboring,1
nesting,1
net1,1
net18,1
net287,1
net3,1
netdevelopment,1
netmidland,1
netted,1
netwells,1
nominal,1
nominating,1
nominations,1
nonconvertible,1
noneindicate,1
nonpayment,1
nonperformance,1
notes492,1
notesduring,1
noteson,1
notified,1
notwithstanding,1
novate,1
oasis,1
objectively,1
obligated,1
obligations91,1
obligationsplease,1
observable109,1
observed,1
obstruct,1
occasionally,1
occurring,1
offsets,1
offshore,1
oif,1
oil103,1
oil18,1
omitted,1
opal,1
operation6,1
operations44,1
operations72consolidated,1
operations836,1
operationssm,1
opinionthe,1
opinionthese,1
opposed,1
opposing,1
optimal,1
optimizations,1
optimized,1
ordered,1
orders,1
ordinary,1
organizational,1
organize,1
organized,1
oro,1
other1,1
other4,1
other41,1
other8,1
outflows,1
outlay,1
output,1
outs,1
override,1
overriding,1
overseeing,1
overviewwe,1
owed,1
owing,1
owners31,1
package,1
page,1
pageitem,1
participant,1
participate,1
participation,1
partners,1
passed,1
pathways,1
patrick,1
pattern,1
payable56,1
payable94,1
paymentsthe,1
peck15,1
percentage11,1
percentage38,1
percentage43,1
percentage65,1
percentages,1
perception,1
period445,1
permanent,1
permeable,1
permian19,1
permian27,1
perspective,1
petition,1
petrochemical,1
petrophysical,1
pieces,1
pipe,1
pit,1
pits,1
place0,1
place1,1
placethe,1
placing,1
plan186,1
plan199,1
plan218,1
plansthe,1
planthe,1
planthere,1
platforms,1
platt,1
playing,1
plugged,1
policiesdescription,1
politics,1
pools,1
populated,1
porous,1
pose,1
posted,1
posting,1
postretirement,1
pound,1
preapproval,1
precedents,1
precision,1
predecessors,1
predicting,1
preferences,1
prepaid,1
prescribed,1
presentationthe,1
presently,1
prevalent,1
pricesour,1
prime,1
principle,1
priority,1
privileges,1
pro,1
probability,1
procedural,1
procedure,1
procedures118item,1
proceduresevaluation,1
procedureswe,1
proceedings39item,1
proceedingsfrom,1
processors,1
producer,1
produces,1
production11,1
productivity,1
profiles,1
profitable,1
progress295,1
promised,1
promote,1
promoting,1
properties14,1
properties4,1
properties55,1
properties61,1
properties7,1
properties748,1
properties82,1
properties913,1
propertiesgeneralwe,1
propertiesproved,1
proposal,1
propose,1
proposing,1
proration,1
prospectively,1
protect,1
protective,1
proven,1
proves,1
provision,1
proximity,1
prudently,1
psus1,1
publicly,1
purchasersperiod,1
purity,1
pursuing,1
putative,1
qualifies,1
quantify,1
quantitiesthe,1
quarteryear,1
quasi,1
quickly,1
quotes,1
raising,1
ramiro,1
ramping,1
ranged,1
rapid,1
ratability,1
rate1,1
rate3,1
rate4,1
